"Time","Strom (Z)","Billia (Z)","Hatston (Z)","Fow (Z)"
"2015-01-05T01:30:00.000Z",-0.4,-1.21,-0.21,-0.53
"2015-01-05T01:45:00.000Z",-0.54,-1.33,-0.34,-0.65
"2015-01-05T02:00:00.000Z",-0.7,-1.39,-0.45,-0.79
"2015-01-05T02:15:00.000Z",-0.75,-1.34,-0.57,-0.94
"2015-01-05T02:30:00.000Z",-0.74,-1.34,-0.7,-1.02
"2015-01-05T02:45:00.000Z",-0.84,-1.34,-0.84,-1.06
"2015-01-05T03:00:00.000Z",-1,-1.29,-0.95,-1.13
"2015-01-05T03:15:00.000Z",-1.01,-1.12,-1.01,-1.2
"2015-01-05T03:30:00.000Z",-0.9,-1,-1.08,-1.19
"2015-01-05T03:45:00.000Z",-0.9,-0.92,-1.13,-1.1
"2015-01-05T04:00:00.000Z",-0.96,-0.8,-1.13,-1.07
"2015-01-05T04:15:00.000Z",-0.8,-0.58,-1.07,-1.05
"2015-01-05T04:30:00.000Z",-0.56,-0.41,-1,-0.95
"2015-01-05T04:45:00.000Z",-0.54,-0.28,-0.97,-0.8
"2015-01-05T05:00:00.000Z",-0.57,-0.12,-0.9,-0.71
"2015-01-05T05:15:00.000Z",-0.44,0.08,-0.77,-0.65
"2015-01-05T05:30:00.000Z",-0.28,0.26,-0.66,-0.52
"2015-01-05T05:45:00.000Z",-0.29,0.42,-0.58,-0.37
"2015-01-05T06:00:00.000Z",-0.28,0.57,-0.44,-0.26
"2015-01-05T06:15:00.000Z",-0.19,0.72,-0.24,-0.18
"2015-01-05T06:30:00.000Z",-0.05,0.88,-0.07,-0.06
"2015-01-05T06:45:00.000Z",0.09,1.04,0.06,0.05
"2015-01-05T07:00:00.000Z",0.28,1.18,0.19,0.13
"2015-01-05T07:15:00.000Z",0.44,1.26,0.34,0.21
"2015-01-05T07:30:00.000Z",0.58,1.38,0.45,0.3
"2015-01-05T07:45:00.000Z",0.8,1.51,0.54,0.39
"2015-01-05T08:00:00.000Z",1,1.58,0.64,0.48
"2015-01-05T08:15:00.000Z",1.08,1.56,0.75,0.59
"2015-01-05T08:30:00.000Z",1.12,1.57,0.89,0.69
"2015-01-05T08:45:00.000Z",1.28,1.6,1.02,0.78
"2015-01-05T09:00:00.000Z",1.41,1.56,1.1,0.9
"2015-01-05T09:15:00.000Z",1.34,1.41,1.18,0.99
"2015-01-05T09:30:00.000Z",1.25,1.32,1.27,1.01
"2015-01-05T09:45:00.000Z",1.31,1.24,1.3,1.02
"2015-01-05T10:00:00.000Z",1.3,1.12,1.26,1.07
"2015-01-05T10:15:00.000Z",1.09,0.92,1.21,1.1
"2015-01-05T10:30:00.000Z",0.95,0.76,1.21,1.04
"2015-01-05T10:45:00.000Z",0.98,0.62,1.19,0.97
"2015-01-05T11:00:00.000Z",0.95,0.46,1.1,0.95
"2015-01-05T11:15:00.000Z",0.79,0.24,0.98,0.92
"2015-01-05T11:30:00.000Z",0.69,0.07,0.94,0.81
"2015-01-05T11:45:00.000Z",0.67,-0.09,0.91,0.68
"2015-01-05T12:00:00.000Z",0.62,-0.24,0.83,0.58
"2015-01-05T12:15:00.000Z",0.5,-0.41,0.69,0.48
"2015-01-05T12:30:00.000Z",0.36,-0.57,0.52,0.35
"2015-01-05T12:45:00.000Z",0.21,-0.73,0.39,0.17
"2015-01-05T13:00:00.000Z",0.04,-0.89,0.27,-0.01
"2015-01-05T13:15:00.000Z",-0.11,-1,0.12,-0.19
"2015-01-05T13:30:00.000Z",-0.25,-1.15,-0.03,-0.35
"2015-01-05T13:45:00.000Z",-0.42,-1.31,-0.17,-0.5
"2015-01-05T14:00:00.000Z",-0.61,-1.42,-0.29,-0.68
"2015-01-05T14:15:00.000Z",-0.68,-1.44,-0.43,-0.85
"2015-01-05T14:30:00.000Z",-0.7,-1.49,-0.58,-0.97
"2015-01-05T14:45:00.000Z",-0.83,-1.55,-0.74,-1.06
"2015-01-05T15:00:00.000Z",-1.02,-1.55,-0.88,-1.18
"2015-01-05T15:15:00.000Z",-1.1,-1.43,-0.99,-1.31
"2015-01-05T15:30:00.000Z",-1.05,-1.35,-1.11,-1.34
"2015-01-05T15:45:00.000Z",-1.1,-1.31,-1.22,-1.32
"2015-01-05T16:00:00.000Z",-1.23,-1.22,-1.28,-1.32
"2015-01-05T16:15:00.000Z",-1.17,-1.02,-1.28,-1.35
"2015-01-05T16:30:00.000Z",-0.92,-0.88,-1.27,-1.28
"2015-01-05T16:45:00.000Z",-0.86,-0.76,-1.28,-1.16
"2015-01-05T17:00:00.000Z",-0.93,-0.63,-1.24,-1.09
"2015-01-05T17:15:00.000Z",-0.82,-0.42,-1.13,-1.05
"2015-01-05T17:30:00.000Z",-0.61,-0.24,-1.05,-0.94
"2015-01-05T17:45:00.000Z",-0.59,-0.09,-1.01,-0.78
"2015-01-05T18:00:00.000Z",-0.64,0.07,-0.92,-0.68
"2015-01-05T18:15:00.000Z",-0.56,0.24,-0.74,-0.6
"2015-01-05T18:30:00.000Z",-0.42,0.39,-0.57,-0.48
"2015-01-05T18:45:00.000Z",-0.35,0.55,-0.44,-0.34
"2015-01-05T19:00:00.000Z",-0.24,0.69,-0.3,-0.24
"2015-01-05T19:15:00.000Z",-0.09,0.8,-0.12,-0.18
"2015-01-05T19:30:00.000Z",0.08,0.93,0.02,-0.1
"2015-01-05T19:45:00.000Z",0.27,1.08,0.11,0
"2015-01-05T20:00:00.000Z",0.47,1.19,0.2,0.09
"2015-01-05T20:15:00.000Z",0.58,1.22,0.32,0.17
"2015-01-05T20:30:00.000Z",0.65,1.28,0.43,0.25
"2015-01-05T20:45:00.000Z",0.83,1.35,0.55,0.36
"2015-01-05T21:00:00.000Z",1.02,1.35,0.66,0.49
"2015-01-05T21:15:00.000Z",1.03,1.26,0.78,0.61
"2015-01-05T21:30:00.000Z",1,1.21,0.91,0.67
"2015-01-05T21:45:00.000Z",1.1,1.17,0.99,0.73
"2015-01-05T22:00:00.000Z",1.17,1.09,1.02,0.81
"2015-01-05T22:15:00.000Z",1.02,0.91,1.02,0.86
"2015-01-05T22:30:00.000Z",0.86,0.78,1.04,0.84
"2015-01-05T22:45:00.000Z",0.88,0.68,1.03,0.8
"2015-01-05T23:00:00.000Z",0.87,0.54,0.97,0.82
"2015-01-05T23:15:00.000Z",0.72,0.33,0.89,0.82
"2015-01-05T23:30:00.000Z",0.59,0.18,0.87,0.74
"2015-01-05T23:45:00.000Z",0.59,0.03,0.85,0.65
"2015-01-06T00:00:00.000Z",0.58,-0.12,0.79,0.59
"2015-01-06T00:15:00.000Z",0.49,-0.27,0.69,0.54
"2015-01-06T00:30:00.000Z",0.39,-0.42,0.58,0.43
"2015-01-06T00:45:00.000Z",0.31,-0.56,0.5,0.28
"2015-01-06T01:00:00.000Z",0.2,-0.69,0.39,0.15
"2015-01-06T01:15:00.000Z",0.07,-0.79,0.25,0.02
"2015-01-06T01:30:00.000Z",-0.07,-0.92,0.1,-0.12
"2015-01-06T01:45:00.000Z",-0.24,-1.07,-0.03,-0.28
"2015-01-06T02:00:00.000Z",-0.41,-1.18,-0.14,-0.44
"2015-01-06T02:15:00.000Z",-0.5,-1.22,-0.24,-0.6
"2015-01-06T02:30:00.000Z",-0.53,-1.3,-0.37,-0.71
"2015-01-06T02:45:00.000Z",-0.64,-1.38,-0.5,-0.81
"2015-01-06T03:00:00.000Z",-0.81,-1.4,-0.62,-0.94
"2015-01-06T03:15:00.000Z",-0.86,-1.3,-0.74,-1.06
"2015-01-06T03:30:00.000Z",-0.82,-1.25,-0.86,-1.11
"2015-01-06T03:45:00.000Z",-0.89,-1.21,-0.98,-1.11
"2015-01-06T04:00:00.000Z",-1.03,-1.13,-1.05,-1.14
"2015-01-06T04:15:00.000Z",-1,-0.93,-1.08,-1.17
"2015-01-06T04:30:00.000Z",-0.81,-0.79,-1.09,-1.12
"2015-01-06T04:45:00.000Z",-0.76,-0.68,-1.11,-1.01
"2015-01-06T05:00:00.000Z",-0.78,-0.55,-1.06,-0.94
"2015-01-06T05:15:00.000Z",-0.65,-0.33,-0.95,-0.9
"2015-01-06T05:30:00.000Z",-0.43,-0.15,-0.87,-0.78
"2015-01-06T05:45:00.000Z",-0.39,0,-0.83,-0.62
"2015-01-06T06:00:00.000Z",-0.42,0.16,-0.75,-0.53
"2015-01-06T06:15:00.000Z",-0.33,0.35,-0.59,-0.46
"2015-01-06T06:30:00.000Z",-0.23,0.52,-0.45,-0.33
"2015-01-06T06:45:00.000Z",-0.16,0.68,-0.33,-0.18
"2015-01-06T07:00:00.000Z",-0.12,0.83,-0.17,-0.07
"2015-01-06T07:15:00.000Z",0.01,0.96,0.02,0
"2015-01-06T07:30:00.000Z",0.18,1.1,0.17,0.09
"2015-01-06T07:45:00.000Z",0.37,1.26,0.28,0.2
"2015-01-06T08:00:00.000Z",0.57,1.38,0.4,0.29
"2015-01-06T08:15:00.000Z",0.73,1.43,0.51,0.38
"2015-01-06T08:30:00.000Z",0.84,1.52,0.63,0.45
"2015-01-06T08:45:00.000Z",1.03,1.62,0.73,0.54
"2015-01-06T09:00:00.000Z",1.22,1.64,0.84,0.67
"2015-01-06T09:15:00.000Z",1.25,1.57,0.96,0.79
"2015-01-06T09:30:00.000Z",1.25,1.54,1.1,0.87
"2015-01-06T09:45:00.000Z",1.37,1.53,1.2,0.93
"2015-01-06T10:00:00.000Z",1.45,1.45,1.24,1.03
"2015-01-06T10:15:00.000Z",1.32,1.27,1.27,1.09
"2015-01-06T10:30:00.000Z",1.19,1.15,1.31,1.08
"2015-01-06T10:45:00.000Z",1.22,1.05,1.31,1.05
"2015-01-06T11:00:00.000Z",1.17,0.91,1.24,1.08
"2015-01-06T11:15:00.000Z",0.99,0.69,1.17,1.09
"2015-01-06T11:30:00.000Z",0.87,0.52,1.15,1.01
"2015-01-06T11:45:00.000Z",0.88,0.37,1.12,0.9
"2015-01-06T12:00:00.000Z",0.84,0.2,1.03,0.86
"2015-01-06T12:15:00.000Z",0.73,0,0.91,0.81
"2015-01-06T12:30:00.000Z",0.62,-0.16,0.83,0.69
"2015-01-06T12:45:00.000Z",0.56,-0.32,0.77,0.53
"2015-01-06T13:00:00.000Z",0.46,-0.48,0.67,0.4
"2015-01-06T13:15:00.000Z",0.32,-0.62,0.5,0.27
"2015-01-06T13:30:00.000Z",0.16,-0.79,0.32,0.12
"2015-01-06T13:45:00.000Z",-0.04,-0.96,0.18,-0.07
"2015-01-06T14:00:00.000Z",-0.22,-1.1,0.06,-0.27
"2015-01-06T14:15:00.000Z",-0.34,-1.19,-0.07,-0.44
"2015-01-06T14:30:00.000Z",-0.44,-1.32,-0.22,-0.59
"2015-01-06T14:45:00.000Z",-0.59,-1.45,-0.37,-0.73
"2015-01-06T15:00:00.000Z",-0.76,-1.52,-0.5,-0.89
"2015-01-06T15:15:00.000Z",-0.83,-1.49,-0.64,-1.05
"2015-01-06T15:30:00.000Z",-0.84,-1.49,-0.79,-1.15
"2015-01-06T15:45:00.000Z",-0.96,-1.51,-0.95,-1.21
"2015-01-06T16:00:00.000Z",-1.14,-1.47,-1.07,-1.29
"2015-01-06T16:15:00.000Z",-1.19,-1.31,-1.15,-1.37
"2015-01-06T16:30:00.000Z",-1.08,-1.2,-1.22,-1.36
"2015-01-06T16:45:00.000Z",-1.08,-1.13,-1.3,-1.3
"2015-01-06T17:00:00.000Z",-1.16,-1.02,-1.31,-1.27
"2015-01-06T17:15:00.000Z",-1.03,-0.82,-1.27,-1.27
"2015-01-06T17:30:00.000Z",-0.78,-0.66,-1.22,-1.18
"2015-01-06T17:45:00.000Z",-0.76,-0.54,-1.21,-1.04
"2015-01-06T18:00:00.000Z",-0.82,-0.39,-1.16,-0.96
"2015-01-06T18:15:00.000Z",-0.72,-0.19,-1.03,-0.91
"2015-01-06T18:30:00.000Z",-0.55,-0.01,-0.92,-0.79
"2015-01-06T18:45:00.000Z",-0.54,0.14,-0.84,-0.63
"2015-01-06T19:00:00.000Z",-0.55,0.28,-0.72,-0.53
"2015-01-06T19:15:00.000Z",-0.45,0.43,-0.53,-0.45
"2015-01-06T19:30:00.000Z",-0.32,0.57,-0.36,-0.33
"2015-01-06T19:45:00.000Z",-0.17,0.73,-0.23,-0.22
"2015-01-06T20:00:00.000Z",-0.01,0.86,-0.1,-0.15
"2015-01-06T20:15:00.000Z",0.15,0.94,0.04,-0.08
"2015-01-06T20:30:00.000Z",0.29,1.05,0.15,0
"2015-01-06T20:45:00.000Z",0.46,1.18,0.23,0.09
"2015-01-06T21:00:00.000Z",0.65,1.25,0.32,0.18
"2015-01-06T21:15:00.000Z",0.74,1.24,0.44,0.29
"2015-01-06T21:30:00.000Z",0.78,1.25,0.57,0.38
"2015-01-06T21:45:00.000Z",0.93,1.28,0.69,0.48
"2015-01-06T22:00:00.000Z",1.08,1.25,0.79,0.6
"2015-01-06T22:15:00.000Z",1.04,1.12,0.88,0.7
"2015-01-06T22:30:00.000Z",0.96,1.03,0.97,0.73
"2015-01-06T22:45:00.000Z",1.03,0.97,1.01,0.75
"2015-01-06T23:00:00.000Z",1.04,0.86,0.99,0.8
"2015-01-06T23:15:00.000Z",0.85,0.68,0.95,0.83
"2015-01-06T23:30:00.000Z",0.7,0.53,0.95,0.79
"2015-01-06T23:45:00.000Z",0.73,0.41,0.94,0.73
"2015-01-07T00:00:00.000Z",0.72,0.27,0.86,0.72
"2015-01-07T00:15:00.000Z",0.58,0.08,0.77,0.7
"2015-01-07T00:30:00.000Z",0.47,-0.08,0.73,0.61
"2015-01-07T00:45:00.000Z",0.47,-0.22,0.71,0.5
"2015-01-07T01:00:00.000Z",0.45,-0.35,0.65,0.42
"2015-01-07T01:15:00.000Z",0.36,-0.48,0.54,0.34
"2015-01-07T01:30:00.000Z",0.24,-0.61,0.39,0.23
"2015-01-07T01:45:00.000Z",0.11,-0.75,0.27,0.08
"2015-01-07T02:00:00.000Z",-0.05,-0.87,0.16,-0.08
"2015-01-07T02:15:00.000Z",-0.17,-0.95,0.03,-0.23
"2015-01-07T02:30:00.000Z",-0.26,-1.06,-0.1,-0.36
"2015-01-07T02:45:00.000Z",-0.42,-1.19,-0.22,-0.49
"2015-01-07T03:00:00.000Z",-0.59,-1.28,-0.32,-0.63
"2015-01-07T03:15:00.000Z",-0.64,-1.26,-0.43,-0.78
"2015-01-07T03:30:00.000Z",-0.63,-1.29,-0.55,-0.87
"2015-01-07T03:45:00.000Z",-0.73,-1.32,-0.69,-0.94
"2015-01-07T04:00:00.000Z",-0.9,-1.29,-0.8,-1.03
"2015-01-07T04:15:00.000Z",-0.93,-1.15,-0.89,-1.12
"2015-01-07T04:30:00.000Z",-0.84,-1.05,-0.98,-1.13
"2015-01-07T04:45:00.000Z",-0.87,-0.99,-1.06,-1.08
"2015-01-07T05:00:00.000Z",-0.97,-0.88,-1.08,-1.06
"2015-01-07T05:15:00.000Z",-0.85,-0.67,-1.05,-1.06
"2015-01-07T05:30:00.000Z",-0.61,-0.51,-1.01,-0.97
"2015-01-07T05:45:00.000Z",-0.57,-0.39,-0.98,-0.83
"2015-01-07T06:00:00.000Z",-0.61,-0.24,-0.9,-0.75
"2015-01-07T06:15:00.000Z",-0.47,-0.03,-0.78,-0.7
"2015-01-07T06:30:00.000Z",-0.28,0.14,-0.69,-0.57
"2015-01-07T06:45:00.000Z",-0.26,0.3,-0.64,-0.41
"2015-01-07T07:00:00.000Z",-0.3,0.45,-0.53,-0.32
"2015-01-07T07:15:00.000Z",-0.23,0.61,-0.34,-0.24
"2015-01-07T07:30:00.000Z",-0.1,0.76,-0.18,-0.12
"2015-01-07T07:45:00.000Z",0,0.92,-0.04,0.01
"2015-01-07T08:00:00.000Z",0.13,1.05,0.1,0.09
"2015-01-07T08:15:00.000Z",0.3,1.15,0.26,0.17
"2015-01-07T08:30:00.000Z",0.45,1.28,0.39,0.26
"2015-01-07T08:45:00.000Z",0.65,1.42,0.48,0.35
"2015-01-07T09:00:00.000Z",0.86,1.51,0.58,0.45
"2015-01-07T09:15:00.000Z",0.97,1.51,0.68,0.53
"2015-01-07T09:30:00.000Z",1.03,1.55,0.81,0.62
"2015-01-07T09:45:00.000Z",1.2,1.6,0.93,0.72
"2015-01-07T10:00:00.000Z",1.35,1.58,1.03,0.84
"2015-01-07T10:15:00.000Z",1.32,1.47,1.12,0.95
"2015-01-07T10:30:00.000Z",1.26,1.39,1.23,0.98
"2015-01-07T10:45:00.000Z",1.34,1.34,1.29,1.01
"2015-01-07T11:00:00.000Z",1.36,1.23,1.27,1.08
"2015-01-07T11:15:00.000Z",1.17,1.04,1.24,1.11
"2015-01-07T11:30:00.000Z",1.02,0.89,1.25,1.07
"2015-01-07T11:45:00.000Z",1.05,0.77,1.24,1.01
"2015-01-07T12:00:00.000Z",1.03,0.62,1.16,1.01
"2015-01-07T12:15:00.000Z",0.87,0.41,1.05,0.99
"2015-01-07T12:30:00.000Z",0.75,0.24,1.01,0.89
"2015-01-07T12:45:00.000Z",0.75,0.08,0.99,0.77
"2015-01-07T13:00:00.000Z",0.72,-0.07,0.92,0.69
"2015-01-07T13:15:00.000Z",0.6,-0.24,0.79,0.61
"2015-01-07T13:30:00.000Z",0.48,-0.4,0.65,0.48
"2015-01-07T13:45:00.000Z",0.36,-0.56,0.53,0.32
"2015-01-07T14:00:00.000Z",0.21,-0.71,0.41,0.15
"2015-01-07T14:15:00.000Z",0.06,-0.83,0.26,0
"2015-01-07T14:30:00.000Z",-0.09,-0.98,0.1,-0.16
"2015-01-07T14:45:00.000Z",-0.27,-1.15,-0.04,-0.33
"2015-01-07T15:00:00.000Z",-0.45,-1.27,-0.15,-0.51
"2015-01-07T15:15:00.000Z",-0.54,-1.32,-0.28,-0.68
"2015-01-07T15:30:00.000Z",-0.58,-1.4,-0.43,-0.81
"2015-01-07T15:45:00.000Z",-0.71,-1.48,-0.58,-0.92
"2015-01-07T16:00:00.000Z",-0.89,-1.5,-0.72,-1.05
"2015-01-07T16:15:00.000Z",-0.97,-1.41,-0.85,-1.19
"2015-01-07T16:30:00.000Z",-0.95,-1.37,-0.98,-1.25
"2015-01-07T16:45:00.000Z",-1.03,-1.35,-1.11,-1.25
"2015-01-07T17:00:00.000Z",-1.18,-1.27,-1.19,-1.29
"2015-01-07T17:15:00.000Z",-1.16,-1.1,-1.22,-1.33
"2015-01-07T17:30:00.000Z",-0.97,-0.97,-1.24,-1.28
"2015-01-07T17:45:00.000Z",-0.93,-0.88,-1.27,-1.18
"2015-01-07T18:00:00.000Z",-0.97,-0.76,-1.25,-1.13
"2015-01-07T18:15:00.000Z",-0.85,-0.56,-1.16,-1.11
"2015-01-07T18:30:00.000Z",-0.67,-0.4,-1.09,-1.01
"2015-01-07T18:45:00.000Z",-0.64,-0.26,-1.07,-0.87
"2015-01-07T19:00:00.000Z",-0.69,-0.12,-1,-0.78
"2015-01-07T19:15:00.000Z",-0.62,0.06,-0.85,-0.71
"2015-01-07T19:30:00.000Z",-0.49,0.21,-0.71,-0.6
"2015-01-07T19:45:00.000Z",-0.44,0.36,-0.6,-0.45
"2015-01-07T20:00:00.000Z",-0.37,0.49,-0.46,-0.35
"2015-01-07T20:15:00.000Z",-0.27,0.6,-0.28,-0.28
"2015-01-07T20:30:00.000Z",-0.11,0.73,-0.13,-0.2
"2015-01-07T20:45:00.000Z",0.06,0.88,-0.03,-0.11
"2015-01-07T21:00:00.000Z",0.25,0.98,0.07,-0.03
"2015-01-07T21:15:00.000Z",0.37,1.03,0.18,0.05
"2015-01-07T21:30:00.000Z",0.45,1.11,0.28,0.12
"2015-01-07T21:45:00.000Z",0.6,1.19,0.37,0.2
"2015-01-07T22:00:00.000Z",0.8,1.22,0.46,0.31
"2015-01-07T22:15:00.000Z",0.84,1.16,0.58,0.43
"2015-01-07T22:30:00.000Z",0.84,1.13,0.71,0.51
"2015-01-07T22:45:00.000Z",0.95,1.12,0.82,0.58
"2015-01-07T23:00:00.000Z",1.05,1.05,0.87,0.67
"2015-01-07T23:15:00.000Z",0.95,0.9,0.9,0.73
"2015-01-07T23:30:00.000Z",0.83,0.79,0.94,0.73
"2015-01-07T23:45:00.000Z",0.85,0.7,0.94,0.71
"2015-01-08T00:00:00.000Z",0.83,0.58,0.89,0.74
"2015-01-08T00:15:00.000Z",0.68,0.4,0.83,0.75
"2015-01-08T00:30:00.000Z",0.56,0.25,0.81,0.69
"2015-01-08T00:45:00.000Z",0.56,0.12,0.8,0.61
"2015-01-08T01:00:00.000Z",0.55,-0.02,0.73,0.57
"2015-01-08T01:15:00.000Z",0.45,-0.17,0.64,0.53
"2015-01-08T01:30:00.000Z",0.37,-0.31,0.57,0.44
"2015-01-08T01:45:00.000Z",0.33,-0.44,0.52,0.32
"2015-01-08T02:00:00.000Z",0.26,-0.55,0.44,0.21
"2015-01-08T02:15:00.000Z",0.15,-0.65,0.31,0.11
"2015-01-08T02:30:00.000Z",0.02,-0.77,0.16,-0.01
"2015-01-08T02:45:00.000Z",-0.12,-0.9,0.03,-0.15
"2015-01-08T03:00:00.000Z",-0.29,-1.01,-0.07,-0.31
"2015-01-08T03:15:00.000Z",-0.38,-1.05,-0.17,-0.46
"2015-01-08T03:30:00.000Z",-0.43,-1.14,-0.29,-0.56
"2015-01-08T03:45:00.000Z",-0.56,-1.23,-0.41,-0.66
"2015-01-08T04:00:00.000Z",-0.7,-1.26,-0.51,-0.79
"2015-01-08T04:15:00.000Z",-0.74,-1.19,-0.61,-0.91
"2015-01-08T04:30:00.000Z",-0.7,-1.16,-0.72,-0.97
"2015-01-08T04:45:00.000Z",-0.78,-1.15,-0.84,-0.98
"2015-01-08T05:00:00.000Z",-0.92,-1.08,-0.92,-1.03
"2015-01-08T05:15:00.000Z",-0.9,-0.91,-0.96,-1.08
"2015-01-08T05:30:00.000Z",-0.76,-0.79,-1,-1.04
"2015-01-08T05:45:00.000Z",-0.74,-0.69,-1.03,-0.95
"2015-01-08T06:00:00.000Z",-0.77,-0.57,-1,-0.9
"2015-01-08T06:15:00.000Z",-0.62,-0.37,-0.9,-0.87
"2015-01-08T06:30:00.000Z",-0.42,-0.21,-0.82,-0.76
"2015-01-08T06:45:00.000Z",-0.39,-0.08,-0.79,-0.61
"2015-01-08T07:00:00.000Z",-0.41,0.07,-0.72,-0.53
"2015-01-08T07:15:00.000Z",-0.31,0.25,-0.59,-0.47
"2015-01-08T07:30:00.000Z",-0.2,0.41,-0.47,-0.35
"2015-01-08T07:45:00.000Z",-0.16,0.56,-0.38,-0.21
"2015-01-08T08:00:00.000Z",-0.15,0.69,-0.24,-0.11
"2015-01-08T08:15:00.000Z",-0.05,0.82,-0.05,-0.02
"2015-01-08T08:30:00.000Z",0.08,0.96,0.1,0.07
"2015-01-08T08:45:00.000Z",0.25,1.1,0.21,0.16
"2015-01-08T09:00:00.000Z",0.43,1.22,0.34,0.25
"2015-01-08T09:15:00.000Z",0.57,1.28,0.45,0.34
"2015-01-08T09:30:00.000Z",0.69,1.37,0.56,0.41
"2015-01-08T09:45:00.000Z",0.88,1.47,0.65,0.48
"2015-01-08T10:00:00.000Z",1.06,1.51,0.74,0.59
"2015-01-08T10:15:00.000Z",1.11,1.47,0.85,0.7
"2015-01-08T10:30:00.000Z",1.12,1.45,0.98,0.77
"2015-01-08T10:45:00.000Z",1.25,1.46,1.09,0.84
"2015-01-08T11:00:00.000Z",1.35,1.4,1.14,0.94
"2015-01-08T11:15:00.000Z",1.25,1.25,1.18,1.01
"2015-01-08T11:30:00.000Z",1.14,1.14,1.24,1.01
"2015-01-08T11:45:00.000Z",1.19,1.06,1.25,1
"2015-01-08T12:00:00.000Z",1.16,0.94,1.2,1.03
"2015-01-08T12:15:00.000Z",0.97,0.74,1.14,1.05
"2015-01-08T12:30:00.000Z",0.86,0.59,1.13,0.98
"2015-01-08T12:45:00.000Z",0.88,0.46,1.11,0.9
"2015-01-08T13:00:00.000Z",0.85,0.3,1.01,0.86
"2015-01-08T13:15:00.000Z",0.73,0.11,0.91,0.82
"2015-01-08T13:30:00.000Z",0.64,-0.04,0.84,0.72
"2015-01-08T13:45:00.000Z",0.59,-0.19,0.8,0.58
"2015-01-08T14:00:00.000Z",0.52,-0.33,0.71,0.46
"2015-01-08T14:15:00.000Z",0.4,-0.47,0.57,0.36
"2015-01-08T14:30:00.000Z",0.26,-0.62,0.4,0.23
"2015-01-08T14:45:00.000Z",0.1,-0.77,0.27,0.06
"2015-01-08T15:00:00.000Z",-0.09,-0.91,0.15,-0.12
"2015-01-08T15:15:00.000Z",-0.21,-1,0.02,-0.29
"2015-01-08T15:30:00.000Z",-0.3,-1.12,-0.12,-0.42
"2015-01-08T15:45:00.000Z",-0.45,-1.26,-0.25,-0.56
"2015-01-08T16:00:00.000Z",-0.62,-1.34,-0.37,-0.72
"2015-01-08T16:15:00.000Z",-0.69,-1.33,-0.5,-0.87
"2015-01-08T16:30:00.000Z",-0.69,-1.35,-0.64,-0.97
"2015-01-08T16:45:00.000Z",-0.81,-1.39,-0.79,-1.04
"2015-01-08T17:00:00.000Z",-0.98,-1.36,-0.91,-1.13
"2015-01-08T17:15:00.000Z",-1.03,-1.23,-1,-1.22
"2015-01-08T17:30:00.000Z",-0.95,-1.15,-1.08,-1.23
"2015-01-08T17:45:00.000Z",-0.99,-1.1,-1.16,-1.19
"2015-01-08T18:00:00.000Z",-1.08,-1.01,-1.19,-1.18
"2015-01-08T18:15:00.000Z",-0.98,-0.83,-1.17,-1.19
"2015-01-08T18:30:00.000Z",-0.76,-0.7,-1.15,-1.12
"2015-01-08T18:45:00.000Z",-0.73,-0.59,-1.14,-1.01
"2015-01-08T19:00:00.000Z",-0.8,-0.47,-1.1,-0.94
"2015-01-08T19:15:00.000Z",-0.7,-0.28,-0.99,-0.9
"2015-01-08T19:30:00.000Z",-0.54,-0.13,-0.91,-0.8
"2015-01-08T19:45:00.000Z",-0.54,0.01,-0.86,-0.66
"2015-01-08T20:00:00.000Z",-0.57,0.14,-0.77,-0.57
"2015-01-08T20:15:00.000Z",-0.49,0.28,-0.6,-0.49
"2015-01-08T20:30:00.000Z",-0.36,0.41,-0.44,-0.39
"2015-01-08T20:45:00.000Z",-0.28,0.54,-0.33,-0.27
"2015-01-08T21:00:00.000Z",-0.15,0.66,-0.2,-0.19
"2015-01-08T21:15:00.000Z",0,0.74,-0.06,-0.14
"2015-01-08T21:30:00.000Z",0.12,0.84,0.05,-0.07
"2015-01-08T21:45:00.000Z",0.28,0.96,0.13,0.02
"2015-01-08T22:00:00.000Z",0.45,1.03,0.21,0.1
"2015-01-08T22:15:00.000Z",0.52,1.04,0.3,0.18
"2015-01-08T22:30:00.000Z",0.56,1.07,0.41,0.24
"2015-01-08T22:45:00.000Z",0.7,1.11,0.51,0.33
"2015-01-08T23:00:00.000Z",0.86,1.09,0.61,0.44
"2015-01-08T23:15:00.000Z",0.86,0.99,0.7,0.54
"2015-01-08T23:30:00.000Z",0.81,0.93,0.8,0.58
"2015-01-08T23:45:00.000Z",0.88,0.88,0.86,0.61
"2015-01-09T00:00:00.000Z",0.93,0.8,0.85,0.66
"2015-01-09T00:15:00.000Z",0.77,0.64,0.83,0.7
"2015-01-09T00:30:00.000Z",0.63,0.52,0.83,0.67
"2015-01-09T00:45:00.000Z",0.65,0.42,0.82,0.63
"2015-01-09T01:00:00.000Z",0.66,0.29,0.76,0.63
"2015-01-09T01:15:00.000Z",0.52,0.12,0.68,0.61
"2015-01-09T01:30:00.000Z",0.4,-0.01,0.65,0.54
"2015-01-09T01:45:00.000Z",0.41,-0.14,0.63,0.45
"2015-01-09T02:00:00.000Z",0.4,-0.26,0.59,0.4
"2015-01-09T02:15:00.000Z",0.33,-0.38,0.5,0.33
"2015-01-09T02:30:00.000Z",0.24,-0.49,0.38,0.24
