"Time","Strom (Z)","Billia (Z)","Hatston (Z)","Fow (Z)"
"2015-09-10T11:45:00.000Z",-0.24,-0.88,-0.1,-0.26
"2015-09-10T12:00:00.000Z",-0.38,-0.96,-0.18,-0.39
"2015-09-10T12:15:00.000Z",-0.44,-0.97,-0.27,-0.52
"2015-09-10T12:30:00.000Z",-0.45,-1.02,-0.37,-0.6
"2015-09-10T12:45:00.000Z",-0.55,-1.07,-0.48,-0.67
"2015-09-10T13:00:00.000Z",-0.68,-1.08,-0.57,-0.77
"2015-09-10T13:15:00.000Z",-0.7,-0.99,-0.65,-0.86
"2015-09-10T13:30:00.000Z",-0.65,-0.93,-0.74,-0.88
"2015-09-10T13:45:00.000Z",-0.7,-0.9,-0.82,-0.87
"2015-09-10T14:00:00.000Z",-0.79,-0.83,-0.86,-0.89
"2015-09-10T14:15:00.000Z",-0.73,-0.66,-0.86,-0.9
"2015-09-10T14:30:00.000Z",-0.56,-0.55,-0.86,-0.85
"2015-09-10T14:45:00.000Z",-0.54,-0.46,-0.86,-0.75
"2015-09-10T15:00:00.000Z",-0.55,-0.34,-0.8,-0.69
"2015-09-10T15:15:00.000Z",-0.43,-0.17,-0.69,-0.65
"2015-09-10T15:30:00.000Z",-0.28,-0.02,-0.63,-0.55
"2015-09-10T15:45:00.000Z",-0.25,0.1,-0.6,-0.43
"2015-09-10T16:00:00.000Z",-0.27,0.23,-0.53,-0.35
"2015-09-10T16:15:00.000Z",-0.21,0.38,-0.4,-0.29
"2015-09-10T16:30:00.000Z",-0.11,0.51,-0.29,-0.18
"2015-09-10T16:45:00.000Z",-0.06,0.64,-0.18,-0.06
"2015-09-10T17:00:00.000Z",0,0.76,-0.04,0.03
"2015-09-10T17:15:00.000Z",0.1,0.85,0.11,0.1
"2015-09-10T17:30:00.000Z",0.23,0.96,0.24,0.17
"2015-09-10T17:45:00.000Z",0.38,1.09,0.34,0.25
"2015-09-10T18:00:00.000Z",0.54,1.17,0.43,0.33
"2015-09-10T18:15:00.000Z",0.64,1.2,0.52,0.41
"2015-09-10T18:30:00.000Z",0.71,1.26,0.61,0.46
"2015-09-10T18:45:00.000Z",0.86,1.33,0.69,0.52
"2015-09-10T19:00:00.000Z",1.01,1.34,0.77,0.61
"2015-09-10T19:15:00.000Z",1.03,1.27,0.85,0.71
"2015-09-10T19:30:00.000Z",1.01,1.23,0.96,0.76
"2015-09-10T19:45:00.000Z",1.11,1.2,1.04,0.79
"2015-09-10T20:00:00.000Z",1.17,1.13,1.06,0.86
"2015-09-10T20:15:00.000Z",1.05,0.98,1.06,0.91
"2015-09-10T20:30:00.000Z",0.92,0.87,1.08,0.88
"2015-09-10T20:45:00.000Z",0.94,0.77,1.07,0.85
"2015-09-10T21:00:00.000Z",0.92,0.65,1,0.86
"2015-09-10T21:15:00.000Z",0.77,0.46,0.93,0.86
"2015-09-10T21:30:00.000Z",0.66,0.31,0.9,0.78
"2015-09-10T21:45:00.000Z",0.66,0.18,0.87,0.68
"2015-09-10T22:00:00.000Z",0.63,0.04,0.8,0.63
"2015-09-10T22:15:00.000Z",0.52,-0.13,0.69,0.57
"2015-09-10T22:30:00.000Z",0.42,-0.27,0.6,0.47
"2015-09-10T22:45:00.000Z",0.35,-0.41,0.53,0.33
"2015-09-10T23:00:00.000Z",0.26,-0.54,0.43,0.21
"2015-09-10T23:15:00.000Z",0.13,-0.66,0.3,0.1
"2015-09-10T23:30:00.000Z",-0.02,-0.79,0.14,-0.03
"2015-09-10T23:45:00.000Z",-0.16,-0.94,0.01,-0.19
"2015-09-11T00:00:00.000Z",-0.32,-1.05,-0.09,-0.35
"2015-09-11T00:15:00.000Z",-0.42,-1.12,-0.21,-0.51
"2015-09-11T00:30:00.000Z",-0.49,-1.22,-0.33,-0.63
"2015-09-11T00:45:00.000Z",-0.62,-1.32,-0.46,-0.74
"2015-09-11T01:00:00.000Z",-0.77,-1.37,-0.58,-0.88
"2015-09-11T01:15:00.000Z",-0.83,-1.32,-0.69,-1
"2015-09-11T01:30:00.000Z",-0.82,-1.31,-0.82,-1.08
"2015-09-11T01:45:00.000Z",-0.91,-1.32,-0.94,-1.11
"2015-09-11T02:00:00.000Z",-1.05,-1.27,-1.03,-1.17
"2015-09-11T02:15:00.000Z",-1.06,-1.12,-1.09,-1.23
"2015-09-11T02:30:00.000Z",-0.95,-1.02,-1.13,-1.21
"2015-09-11T02:45:00.000Z",-0.94,-0.95,-1.18,-1.14
"2015-09-11T03:00:00.000Z",-1,-0.85,-1.18,-1.11
"2015-09-11T03:15:00.000Z",-0.86,-0.67,-1.12,-1.1
"2015-09-11T03:30:00.000Z",-0.66,-0.52,-1.06,-1.01
"2015-09-11T03:45:00.000Z",-0.66,-0.4,-1.05,-0.88
"2015-09-11T04:00:00.000Z",-0.7,-0.27,-0.99,-0.81
"2015-09-11T04:15:00.000Z",-0.6,-0.09,-0.87,-0.76
"2015-09-11T04:30:00.000Z",-0.46,0.07,-0.77,-0.64
"2015-09-11T04:45:00.000Z",-0.44,0.21,-0.69,-0.5
"2015-09-11T05:00:00.000Z",-0.43,0.34,-0.57,-0.41
"2015-09-11T05:15:00.000Z",-0.31,0.46,-0.39,-0.33
"2015-09-11T05:30:00.000Z",-0.2,0.6,-0.23,-0.23
"2015-09-11T05:45:00.000Z",-0.07,0.74,-0.12,-0.13
"2015-09-11T06:00:00.000Z",0.08,0.85,0,-0.06
"2015-09-11T06:15:00.000Z",0.23,0.92,0.12,0.01
"2015-09-11T06:30:00.000Z",0.34,1.02,0.22,0.09
"2015-09-11T06:45:00.000Z",0.49,1.13,0.3,0.17
"2015-09-11T07:00:00.000Z",0.66,1.19,0.39,0.26
"2015-09-11T07:15:00.000Z",0.74,1.17,0.49,0.35
"2015-09-11T07:30:00.000Z",0.77,1.18,0.61,0.43
"2015-09-11T07:45:00.000Z",0.9,1.2,0.72,0.51
"2015-09-11T08:00:00.000Z",1.04,1.16,0.8,0.62
"2015-09-11T08:15:00.000Z",0.99,1.04,0.87,0.7
"2015-09-11T08:30:00.000Z",0.91,0.96,0.94,0.71
"2015-09-11T08:45:00.000Z",0.96,0.89,0.97,0.72
"2015-09-11T09:00:00.000Z",0.97,0.79,0.94,0.77
"2015-09-11T09:15:00.000Z",0.79,0.62,0.9,0.79
"2015-09-11T09:30:00.000Z",0.66,0.49,0.89,0.74
"2015-09-11T09:45:00.000Z",0.68,0.37,0.88,0.68
"2015-09-11T10:00:00.000Z",0.67,0.24,0.81,0.67
"2015-09-11T10:15:00.000Z",0.54,0.06,0.72,0.65
"2015-09-11T10:30:00.000Z",0.45,-0.08,0.67,0.56
"2015-09-11T10:45:00.000Z",0.44,-0.21,0.65,0.46
"2015-09-11T11:00:00.000Z",0.41,-0.33,0.59,0.38
"2015-09-11T11:15:00.000Z",0.31,-0.45,0.48,0.29
"2015-09-11T11:30:00.000Z",0.2,-0.57,0.34,0.19
"2015-09-11T11:45:00.000Z",0.07,-0.7,0.22,0.05
"2015-09-11T12:00:00.000Z",-0.07,-0.82,0.12,-0.09
"2015-09-11T12:15:00.000Z",-0.18,-0.89,0,-0.23
"2015-09-11T12:30:00.000Z",-0.27,-0.99,-0.12,-0.35
"2015-09-11T12:45:00.000Z",-0.41,-1.11,-0.24,-0.47
"2015-09-11T13:00:00.000Z",-0.57,-1.18,-0.33,-0.6
"2015-09-11T13:15:00.000Z",-0.61,-1.16,-0.43,-0.74
"2015-09-11T13:30:00.000Z",-0.6,-1.18,-0.54,-0.82
"2015-09-11T13:45:00.000Z",-0.7,-1.21,-0.67,-0.87
"2015-09-11T14:00:00.000Z",-0.85,-1.18,-0.77,-0.95
"2015-09-11T14:15:00.000Z",-0.86,-1.05,-0.84,-1.04
"2015-09-11T14:30:00.000Z",-0.77,-0.96,-0.92,-1.04
"2015-09-11T14:45:00.000Z",-0.8,-0.89,-0.99,-0.99
"2015-09-11T15:00:00.000Z",-0.88,-0.79,-1,-0.97
"2015-09-11T15:15:00.000Z",-0.76,-0.6,-0.96,-0.97
"2015-09-11T15:30:00.000Z",-0.53,-0.45,-0.92,-0.88
"2015-09-11T15:45:00.000Z",-0.51,-0.33,-0.89,-0.75
"2015-09-11T16:00:00.000Z",-0.54,-0.2,-0.81,-0.67
"2015-09-11T16:15:00.000Z",-0.41,0,-0.7,-0.62
"2015-09-11T16:30:00.000Z",-0.24,0.16,-0.62,-0.5
"2015-09-11T16:45:00.000Z",-0.23,0.31,-0.57,-0.36
"2015-09-11T17:00:00.000Z",-0.25,0.45,-0.46,-0.27
"2015-09-11T17:15:00.000Z",-0.18,0.59,-0.29,-0.19
"2015-09-11T17:30:00.000Z",-0.07,0.74,-0.13,-0.08
"2015-09-11T17:45:00.000Z",0.04,0.88,0,0.05
"2015-09-11T18:00:00.000Z",0.17,1.01,0.14,0.13
"2015-09-11T18:15:00.000Z",0.31,1.1,0.28,0.2
"2015-09-11T18:30:00.000Z",0.45,1.21,0.4,0.28
"2015-09-11T18:45:00.000Z",0.63,1.34,0.49,0.37
"2015-09-11T19:00:00.000Z",0.83,1.42,0.58,0.45
"2015-09-11T19:15:00.000Z",0.91,1.41,0.67,0.54
"2015-09-11T19:30:00.000Z",0.96,1.44,0.79,0.6
"2015-09-11T19:45:00.000Z",1.12,1.48,0.9,0.69
"2015-09-11T20:00:00.000Z",1.26,1.46,0.98,0.81
"2015-09-11T20:15:00.000Z",1.23,1.34,1.07,0.9
"2015-09-11T20:30:00.000Z",1.16,1.27,1.16,0.92
"2015-09-11T20:45:00.000Z",1.23,1.21,1.21,0.94
"2015-09-11T21:00:00.000Z",1.25,1.1,1.19,1
"2015-09-11T21:15:00.000Z",1.06,0.92,1.15,1.03
"2015-09-11T21:30:00.000Z",0.91,0.77,1.15,0.97
"2015-09-11T21:45:00.000Z",0.95,0.65,1.13,0.91
"2015-09-11T22:00:00.000Z",0.93,0.5,1.05,0.9
"2015-09-11T22:15:00.000Z",0.77,0.29,0.94,0.88
"2015-09-11T22:30:00.000Z",0.65,0.13,0.9,0.78
"2015-09-11T22:45:00.000Z",0.65,-0.02,0.87,0.66
"2015-09-11T23:00:00.000Z",0.61,-0.17,0.8,0.57
"2015-09-11T23:15:00.000Z",0.49,-0.33,0.67,0.49
"2015-09-11T23:30:00.000Z",0.36,-0.49,0.53,0.37
"2015-09-11T23:45:00.000Z",0.24,-0.64,0.41,0.21
"2015-09-12T00:00:00.000Z",0.09,-0.79,0.29,0.04
"2015-09-12T00:15:00.000Z",-0.06,-0.9,0.15,-0.11
"2015-09-12T00:30:00.000Z",-0.19,-1.05,0,-0.26
"2015-09-12T00:45:00.000Z",-0.36,-1.2,-0.14,-0.42
"2015-09-12T01:00:00.000Z",-0.54,-1.32,-0.25,-0.59
"2015-09-12T01:15:00.000Z",-0.62,-1.35,-0.37,-0.76
"2015-09-12T01:30:00.000Z",-0.65,-1.42,-0.52,-0.88
"2015-09-12T01:45:00.000Z",-0.78,-1.5,-0.67,-0.97
"2015-09-12T02:00:00.000Z",-0.95,-1.51,-0.8,-1.1
"2015-09-12T02:15:00.000Z",-1.03,-1.4,-0.91,-1.23
"2015-09-12T02:30:00.000Z",-0.99,-1.35,-1.03,-1.28
"2015-09-12T02:45:00.000Z",-1.05,-1.32,-1.15,-1.26
"2015-09-12T03:00:00.000Z",-1.19,-1.24,-1.22,-1.28
"2015-09-12T03:15:00.000Z",-1.15,-1.05,-1.23,-1.31
"2015-09-12T03:30:00.000Z",-0.94,-0.92,-1.24,-1.26
"2015-09-12T03:45:00.000Z",-0.89,-0.82,-1.26,-1.15
"2015-09-12T04:00:00.000Z",-0.94,-0.69,-1.22,-1.09
"2015-09-12T04:15:00.000Z",-0.83,-0.49,-1.12,-1.06
"2015-09-12T04:30:00.000Z",-0.63,-0.32,-1.05,-0.96
"2015-09-12T04:45:00.000Z",-0.6,-0.17,-1.02,-0.8
"2015-09-12T05:00:00.000Z",-0.65,-0.02,-0.94,-0.71
"2015-09-12T05:15:00.000Z",-0.57,0.15,-0.78,-0.64
"2015-09-12T05:30:00.000Z",-0.43,0.31,-0.62,-0.52
"2015-09-12T05:45:00.000Z",-0.35,0.46,-0.5,-0.37
"2015-09-12T06:00:00.000Z",-0.3,0.6,-0.36,-0.27
"2015-09-12T06:15:00.000Z",-0.16,0.72,-0.18,-0.2
"2015-09-12T06:30:00.000Z",0.01,0.85,-0.04,-0.13
"2015-09-12T06:45:00.000Z",0.19,1,0.06,-0.03
"2015-09-12T07:00:00.000Z",0.38,1.11,0.16,0.06
"2015-09-12T07:15:00.000Z",0.5,1.16,0.28,0.15
"2015-09-12T07:30:00.000Z",0.58,1.23,0.38,0.22
"2015-09-12T07:45:00.000Z",0.76,1.32,0.48,0.3
"2015-09-12T08:00:00.000Z",0.94,1.34,0.59,0.43
"2015-09-12T08:15:00.000Z",0.98,1.27,0.7,0.55
"2015-09-12T08:30:00.000Z",0.97,1.23,0.84,0.62
"2015-09-12T08:45:00.000Z",1.08,1.21,0.94,0.68
"2015-09-12T09:00:00.000Z",1.16,1.14,0.97,0.77
"2015-09-12T09:15:00.000Z",1.04,0.98,0.99,0.83
"2015-09-12T09:30:00.000Z",0.91,0.86,1.03,0.81
"2015-09-12T09:45:00.000Z",0.93,0.76,1.02,0.79
"2015-09-12T10:00:00.000Z",0.9,0.63,0.97,0.81
"2015-09-12T10:15:00.000Z",0.74,0.43,0.9,0.82
"2015-09-12T10:30:00.000Z",0.62,0.28,0.88,0.75
"2015-09-12T10:45:00.000Z",0.62,0.14,0.86,0.66
"2015-09-12T11:00:00.000Z",0.6,-0.01,0.78,0.62
"2015-09-12T11:15:00.000Z",0.5,-0.18,0.69,0.57
"2015-09-12T11:30:00.000Z",0.41,-0.32,0.6,0.47
"2015-09-12T11:45:00.000Z",0.35,-0.46,0.54,0.33
"2015-09-12T12:00:00.000Z",0.27,-0.58,0.45,0.21
"2015-09-12T12:15:00.000Z",0.14,-0.7,0.31,0.1
"2015-09-12T12:30:00.000Z",-0.01,-0.83,0.15,-0.03
"2015-09-12T12:45:00.000Z",-0.16,-0.97,0.02,-0.18
"2015-09-12T13:00:00.000Z",-0.33,-1.08,-0.08,-0.35
"2015-09-12T13:15:00.000Z",-0.43,-1.13,-0.19,-0.51
"2015-09-12T13:30:00.000Z",-0.48,-1.22,-0.31,-0.62
"2015-09-12T13:45:00.000Z",-0.61,-1.32,-0.44,-0.72
"2015-09-12T14:00:00.000Z",-0.76,-1.35,-0.55,-0.85
"2015-09-12T14:15:00.000Z",-0.8,-1.28,-0.66,-0.98
"2015-09-12T14:30:00.000Z",-0.77,-1.24,-0.78,-1.04
"2015-09-12T14:45:00.000Z",-0.85,-1.23,-0.91,-1.06
"2015-09-12T15:00:00.000Z",-1,-1.16,-0.99,-1.1
"2015-09-12T15:15:00.000Z",-0.98,-0.97,-1.03,-1.15
"2015-09-12T15:30:00.000Z",-0.83,-0.84,-1.06,-1.11
"2015-09-12T15:45:00.000Z",-0.8,-0.74,-1.09,-1.01
"2015-09-12T16:00:00.000Z",-0.83,-0.62,-1.06,-0.95
"2015-09-12T16:15:00.000Z",-0.68,-0.4,-0.96,-0.92
"2015-09-12T16:30:00.000Z",-0.46,-0.23,-0.88,-0.81
"2015-09-12T16:45:00.000Z",-0.43,-0.09,-0.84,-0.65
"2015-09-12T17:00:00.000Z",-0.44,0.07,-0.77,-0.56
"2015-09-12T17:15:00.000Z",-0.34,0.26,-0.62,-0.5
"2015-09-12T17:30:00.000Z",-0.22,0.43,-0.5,-0.37
"2015-09-12T17:45:00.000Z",-0.18,0.58,-0.4,-0.22
"2015-09-12T18:00:00.000Z",-0.15,0.73,-0.24,-0.11
"2015-09-12T18:15:00.000Z",-0.05,0.86,-0.05,-0.03
"2015-09-12T18:30:00.000Z",0.1,1.01,0.11,0.06
"2015-09-12T18:45:00.000Z",0.28,1.16,0.22,0.17
"2015-09-12T19:00:00.000Z",0.47,1.28,0.35,0.26
"2015-09-12T19:15:00.000Z",0.62,1.34,0.47,0.35
"2015-09-12T19:30:00.000Z",0.74,1.44,0.58,0.42
"2015-09-12T19:45:00.000Z",0.94,1.55,0.68,0.5
"2015-09-12T20:00:00.000Z",1.13,1.59,0.77,0.61
"2015-09-12T20:15:00.000Z",1.18,1.53,0.89,0.73
"2015-09-12T20:30:00.000Z",1.19,1.51,1.03,0.81
"2015-09-12T20:45:00.000Z",1.32,1.51,1.14,0.88
"2015-09-12T21:00:00.000Z",1.41,1.44,1.19,0.98
"2015-09-12T21:15:00.000Z",1.29,1.27,1.23,1.05
"2015-09-12T21:30:00.000Z",1.17,1.15,1.28,1.04
"2015-09-12T21:45:00.000Z",1.21,1.06,1.28,1.02
"2015-09-12T22:00:00.000Z",1.17,0.92,1.22,1.06
"2015-09-12T22:15:00.000Z",0.98,0.7,1.15,1.06
"2015-09-12T22:30:00.000Z",0.86,0.54,1.14,0.99
"2015-09-12T22:45:00.000Z",0.87,0.39,1.11,0.89
"2015-09-12T23:00:00.000Z",0.84,0.23,1.01,0.85
"2015-09-12T23:15:00.000Z",0.71,0.02,0.89,0.8
"2015-09-12T23:30:00.000Z",0.6,-0.14,0.82,0.68
"2015-09-12T23:45:00.000Z",0.55,-0.3,0.77,0.53
"2015-09-13T00:00:00.000Z",0.46,-0.45,0.67,0.4
"2015-09-13T00:15:00.000Z",0.33,-0.61,0.51,0.29
"2015-09-13T00:30:00.000Z",0.17,-0.77,0.33,0.14
"2015-09-13T00:45:00.000Z",-0.02,-0.94,0.2,-0.05
"2015-09-13T01:00:00.000Z",-0.19,-1.08,0.07,-0.24
"2015-09-13T01:15:00.000Z",-0.32,-1.18,-0.06,-0.42
"2015-09-13T01:30:00.000Z",-0.43,-1.31,-0.21,-0.56
"2015-09-13T01:45:00.000Z",-0.58,-1.45,-0.35,-0.7
"2015-09-13T02:00:00.000Z",-0.76,-1.53,-0.49,-0.87
"2015-09-13T02:15:00.000Z",-0.83,-1.5,-0.62,-1.03
"2015-09-13T02:30:00.000Z",-0.84,-1.51,-0.77,-1.13
"2015-09-13T02:45:00.000Z",-0.96,-1.53,-0.93,-1.2
"2015-09-13T03:00:00.000Z",-1.14,-1.49,-1.05,-1.28
"2015-09-13T03:15:00.000Z",-1.19,-1.34,-1.14,-1.37
"2015-09-13T03:30:00.000Z",-1.09,-1.23,-1.21,-1.36
"2015-09-13T03:45:00.000Z",-1.09,-1.16,-1.29,-1.3
"2015-09-13T04:00:00.000Z",-1.18,-1.05,-1.31,-1.28
"2015-09-13T04:15:00.000Z",-1.05,-0.84,-1.27,-1.27
"2015-09-13T04:30:00.000Z",-0.8,-0.68,-1.23,-1.19
"2015-09-13T04:45:00.000Z",-0.77,-0.55,-1.21,-1.04
"2015-09-13T05:00:00.000Z",-0.83,-0.4,-1.16,-0.96
"2015-09-13T05:15:00.000Z",-0.71,-0.19,-1.03,-0.91
"2015-09-13T05:30:00.000Z",-0.53,-0.01,-0.92,-0.78
"2015-09-13T05:45:00.000Z",-0.52,0.15,-0.84,-0.62
"2015-09-13T06:00:00.000Z",-0.53,0.3,-0.72,-0.52
"2015-09-13T06:15:00.000Z",-0.43,0.45,-0.53,-0.43
"2015-09-13T06:30:00.000Z",-0.31,0.61,-0.35,-0.31
"2015-09-13T06:45:00.000Z",-0.15,0.77,-0.22,-0.2
"2015-09-13T07:00:00.000Z",0.01,0.91,-0.08,-0.12
"2015-09-13T07:15:00.000Z",0.17,1,0.07,-0.05
"2015-09-13T07:30:00.000Z",0.32,1.12,0.18,0.04
"2015-09-13T07:45:00.000Z",0.51,1.26,0.27,0.13
"2015-09-13T08:00:00.000Z",0.71,1.34,0.36,0.22
"2015-09-13T08:15:00.000Z",0.8,1.33,0.48,0.33
"2015-09-13T08:30:00.000Z",0.85,1.35,0.62,0.42
"2015-09-13T08:45:00.000Z",1.02,1.39,0.74,0.53
"2015-09-13T09:00:00.000Z",1.17,1.36,0.84,0.65
"2015-09-13T09:15:00.000Z",1.13,1.23,0.94,0.75
"2015-09-13T09:30:00.000Z",1.05,1.14,1.03,0.79
"2015-09-13T09:45:00.000Z",1.12,1.08,1.08,0.8
"2015-09-13T10:00:00.000Z",1.14,0.97,1.06,0.86
"2015-09-13T10:15:00.000Z",0.94,0.78,1.02,0.9
"2015-09-13T10:30:00.000Z",0.78,0.63,1.02,0.85
"2015-09-13T10:45:00.000Z",0.81,0.5,1.01,0.79
"2015-09-13T11:00:00.000Z",0.8,0.35,0.93,0.78
"2015-09-13T11:15:00.000Z",0.64,0.14,0.82,0.76
"2015-09-13T11:30:00.000Z",0.52,-0.02,0.78,0.67
"2015-09-13T11:45:00.000Z",0.52,-0.17,0.77,0.55
"2015-09-13T12:00:00.000Z",0.49,-0.31,0.7,0.47
"2015-09-13T12:15:00.000Z",0.4,-0.45,0.58,0.38
"2015-09-13T12:30:00.000Z",0.27,-0.59,0.43,0.26
"2015-09-13T12:45:00.000Z",0.14,-0.74,0.31,0.11
"2015-09-13T13:00:00.000Z",-0.03,-0.87,0.19,-0.05
"2015-09-13T13:15:00.000Z",-0.15,-0.97,0.06,-0.21
"2015-09-13T13:30:00.000Z",-0.26,-1.09,-0.09,-0.35
"2015-09-13T13:45:00.000Z",-0.43,-1.23,-0.21,-0.49
"2015-09-13T14:00:00.000Z",-0.61,-1.33,-0.32,-0.64
"2015-09-13T14:15:00.000Z",-0.67,-1.32,-0.43,-0.8
"2015-09-13T14:30:00.000Z",-0.67,-1.36,-0.56,-0.9
"2015-09-13T14:45:00.000Z",-0.77,-1.4,-0.7,-0.97
"2015-09-13T15:00:00.000Z",-0.95,-1.38,-0.82,-1.07
"2015-09-13T15:15:00.000Z",-0.99,-1.24,-0.92,-1.18
"2015-09-13T15:30:00.000Z",-0.91,-1.15,-1.02,-1.19
"2015-09-13T15:45:00.000Z",-0.95,-1.09,-1.11,-1.15
"2015-09-13T16:00:00.000Z",-1.06,-0.98,-1.15,-1.13
"2015-09-13T16:15:00.000Z",-0.95,-0.76,-1.12,-1.14
"2015-09-13T16:30:00.000Z",-0.7,-0.6,-1.09,-1.05
"2015-09-13T16:45:00.000Z",-0.65,-0.48,-1.06,-0.91
"2015-09-13T17:00:00.000Z",-0.69,-0.33,-0.98,-0.83
"2015-09-13T17:15:00.000Z",-0.56,-0.11,-0.85,-0.78
"2015-09-13T17:30:00.000Z",-0.34,0.08,-0.76,-0.65
"2015-09-13T17:45:00.000Z",-0.31,0.24,-0.71,-0.48
"2015-09-13T18:00:00.000Z",-0.35,0.39,-0.6,-0.38
"2015-09-13T18:15:00.000Z",-0.29,0.56,-0.41,-0.3
"2015-09-13T18:30:00.000Z",-0.14,0.72,-0.24,-0.18
"2015-09-13T18:45:00.000Z",-0.04,0.89,-0.11,-0.04
"2015-09-13T19:00:00.000Z",0.07,1.03,0.05,0.05
"2015-09-13T19:15:00.000Z",0.24,1.14,0.21,0.12
"2015-09-13T19:30:00.000Z",0.42,1.27,0.35,0.22
"2015-09-13T19:45:00.000Z",0.62,1.42,0.45,0.32
"2015-09-13T20:00:00.000Z",0.84,1.51,0.55,0.42
"2015-09-13T20:15:00.000Z",0.95,1.52,0.66,0.51
"2015-09-13T20:30:00.000Z",1.02,1.57,0.79,0.59
"2015-09-13T20:45:00.000Z",1.2,1.62,0.92,0.7
"2015-09-13T21:00:00.000Z",1.37,1.61,1.02,0.83
"2015-09-13T21:15:00.000Z",1.34,1.49,1.12,0.94
"2015-09-13T21:30:00.000Z",1.27,1.41,1.23,0.98
"2015-09-13T21:45:00.000Z",1.36,1.36,1.29,1.01
"2015-09-13T22:00:00.000Z",1.38,1.24,1.28,1.08
"2015-09-13T22:15:00.000Z",1.18,1.04,1.25,1.12
"2015-09-13T22:30:00.000Z",1.02,0.89,1.26,1.07
"2015-09-13T22:45:00.000Z",1.06,0.77,1.25,1.01
"2015-09-13T23:00:00.000Z",1.04,0.61,1.16,1.01
"2015-09-13T23:15:00.000Z",0.87,0.38,1.05,1
"2015-09-13T23:30:00.000Z",0.75,0.21,1.02,0.89
"2015-09-13T23:45:00.000Z",0.75,0.05,1,0.76
"2015-09-14T00:00:00.000Z",0.72,-0.12,0.92,0.68
"2015-09-14T00:15:00.000Z",0.59,-0.29,0.79,0.6
"2015-09-14T00:30:00.000Z",0.46,-0.45,0.64,0.47
"2015-09-14T00:45:00.000Z",0.33,-0.62,0.52,0.29
"2015-09-14T01:00:00.000Z",0.18,-0.78,0.4,0.12
"2015-09-14T01:15:00.000Z",0.02,-0.91,0.25,-0.04
"2015-09-14T01:30:00.000Z",-0.12,-1.06,0.08,-0.21
"2015-09-14T01:45:00.000Z",-0.31,-1.23,-0.06,-0.38
"2015-09-14T02:00:00.000Z",-0.5,-1.36,-0.18,-0.56
"2015-09-14T02:15:00.000Z",-0.6,-1.4,-0.31,-0.74
"2015-09-14T02:30:00.000Z",-0.63,-1.48,-0.47,-0.87
"2015-09-14T02:45:00.000Z",-0.76,-1.57,-0.63,-0.98
"2015-09-14T03:00:00.000Z",-0.95,-1.59,-0.77,-1.12
"2015-09-14T03:15:00.000Z",-1.04,-1.48,-0.9,-1.26
"2015-09-14T03:30:00.000Z",-1.01,-1.43,-1.03,-1.31
"2015-09-14T03:45:00.000Z",-1.09,-1.4,-1.16,-1.31
"2015-09-14T04:00:00.000Z",-1.24,-1.31,-1.24,-1.33
"2015-09-14T04:15:00.000Z",-1.21,-1.11,-1.27,-1.37
"2015-09-14T04:30:00.000Z",-1,-0.97,-1.28,-1.32
"2015-09-14T04:45:00.000Z",-0.93,-0.87,-1.3,-1.21
"2015-09-14T05:00:00.000Z",-0.98,-0.74,-1.27,-1.14
"2015-09-14T05:15:00.000Z",-0.87,-0.52,-1.17,-1.11
"2015-09-14T05:30:00.000Z",-0.65,-0.34,-1.09,-1
"2015-09-14T05:45:00.000Z",-0.61,-0.18,-1.06,-0.84
"2015-09-14T06:00:00.000Z",-0.66,-0.02,-0.98,-0.74
"2015-09-14T06:15:00.000Z",-0.59,0.17,-0.81,-0.67
"2015-09-14T06:30:00.000Z",-0.44,0.33,-0.65,-0.54
"2015-09-14T06:45:00.000Z",-0.36,0.5,-0.53,-0.39
"2015-09-14T07:00:00.000Z",-0.31,0.64,-0.38,-0.28
"2015-09-14T07:15:00.000Z",-0.17,0.77,-0.19,-0.21
"2015-09-14T07:30:00.000Z",0.01,0.91,-0.03,-0.13
"2015-09-14T07:45:00.000Z",0.2,1.07,0.07,-0.02
"2015-09-14T08:00:00.000Z",0.4,1.19,0.18,0.07
"2015-09-14T08:15:00.000Z",0.54,1.24,0.29,0.15
"2015-09-14T08:30:00.000Z",0.63,1.32,0.4,0.23
"2015-09-14T08:45:00.000Z",0.82,1.41,0.51,0.32
"2015-09-14T09:00:00.000Z",1.02,1.43,0.62,0.46
"2015-09-14T09:15:00.000Z",1.05,1.36,0.75,0.59
"2015-09-14T09:30:00.000Z",1.04,1.32,0.89,0.66
"2015-09-14T09:45:00.000Z",1.16,1.3,0.99,0.73
"2015-09-14T10:00:00.000Z",1.24,1.22,1.04,0.82
"2015-09-14T10:15:00.000Z",1.11,1.04,1.06,0.89
"2015-09-14T10:30:00.000Z",0.97,0.92,1.09,0.87
"2015-09-14T10:45:00.000Z",0.99,0.82,1.09,0.84
"2015-09-14T11:00:00.000Z",0.96,0.68,1.03,0.87
"2015-09-14T11:15:00.000Z",0.79,0.47,0.95,0.87
"2015-09-14T11:30:00.000Z",0.66,0.3,0.93,0.8
"2015-09-14T11:45:00.000Z",0.66,0.15,0.91,0.7
"2015-09-14T12:00:00.000Z",0.64,0,0.83,0.66
"2015-09-14T12:15:00.000Z",0.53,-0.18,0.73,0.6
"2015-09-14T12:30:00.000Z",0.44,-0.33,0.64,0.5
"2015-09-14T12:45:00.000Z",0.38,-0.48,0.58,0.35
